OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
404842,438625,SFO-FL042004-02-0407,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,02-0407,,,,,,,,2004,2453110.5,106,,5.0,"Debris Burning",,,,0.3,B,30.81277997,-86.26888999,14.0,"MISSING/NOT SPECIFIED",FL,Walton,131,Walton,""
1739315,300077157,SFO-2014TXLFDX521380,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXLFDX,"Local Fire Department",,521380,,14-0702A,,,,,,2014,2456840.5,183,,1.0,Lightning,,,,5.0,B,33.003631,-99.597588,14.0,"MISSING/NOT SPECIFIED",TX,Haskell,207,Haskell,""
1821599,300240360,SFO-2015GAGAS-FY2015-Bibb-010,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2015-Bibb-010,,FY2015-BIBB-010,,,,,,2015,2457098.5,76,1420,5.0,"Debris Burning",2457098.5,76,1430,0.2,A,32.76638889,-83.54855556,8.0,PRIVATE,GA,"Bibb                ",021,Bibb,""
1009648,1139025,TFS_NC_187946,NONFED,ST-NCNCS,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS206,"NCS Region 2 District 6",,94-026,,,,,,,,1994,2449403.5,51,,8.0,Children,,,,8.0,B,35.215,-78.9617,14.0,"MISSING/NOT SPECIFIED",NC,,,,""
1810486,300225914,SFO-2015NENFS20597,NONFED,ST-NASF,ST/C&L,USNENES,"Nebraska Department of Forestry",NENFS,"Nebraska Forest Service",,20597,,,,,,,,2015,2457099.5,77,1048,2.0,"Equipment Use",2457099.5,77,1145,10.0,C,41.74951,-103.4096,14.0,"MISSING/NOT SPECIFIED",NE,,,,""
958010,1086217,TFS_FL_31676,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS6,"FLS Suwannee Forestry Center",,0346,,,,,,,,1999,2451320.5,142,,1.0,Lightning,,,,2.0,B,29.99,-82.12,14.0,"MISSING/NOT SPECIFIED",FL,Bradford,007,Bradford,""
590243,636819,SFO-SC05023042220,NONFED,ST-NASF,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,,,,,,,,,2005,2453476.5,106,,5.0,"Debris Burning",,,,1.0,B,34.48055997,-82.71832998,14.0,"MISSING/NOT SPECIFIED",SC,Anderson,007,Anderson,""
1590031,201607427,SFO-NE-2012-14680,NONFED,ST-NASF,ST/C&L,USNENES,"Nebraska Department of Forestry",NENFS,"Nebraska Forest Service",,14680,,,,,,,,2012,2455996.5,70,1407,9.0,Miscellaneous,2455996.5,70,1532,30.0,C,41.08,-96.88517,14.0,"MISSING/NOT SPECIFIED",NE,,,,""
524132,564372,SFO-NC0395-02111,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina Division of Forest Resources",,,,,,,,,,2007,2454203.5,103,,13.0,Missing/Undefined,,,,0.1,A,35.95504,-78.81468,14.0,"MISSING/NOT SPECIFIED",NC,Durham,063,Durham,""
1016203,1145694,TFS_NC_194657,NONFED,ST-NCNCS,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS210,"NCS Region 2 District 10",,95-086,,,,,,,,1995,2450043.5,326,,5.0,"Debris Burning",,,,1.0,B,36.5483,-80.7117,14.0,"MISSING/NOT SPECIFIED",NC,,,,""
1683529,201847870,SFO-2013GAGAS-FY2013-Whitfield-010,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2013-Whitfield-010,,FY2013-WHITFIELD-010,,,,,,2013,2456361.5,69,1630,5.0,"Debris Burning",2456361.5,69,1830,2.5,B,34.94218056,-84.863025,8.0,PRIVATE,GA,Whitfield,313,Whitfield,""
610397,658297,SFO-TX01430696-11142640,NONFED,ST-NASF,ST/C&L,USTXWAS,"Texas Forest Service - Woodville Area",TXWAS,"Texas Forest Service - Woodville Area",,,,,,,,,,1996,2450160.5,78,,9.0,Miscellaneous,,,,1.0,B,30.77708,-93.93958,14.0,"MISSING/NOT SPECIFIED",TX,Jasper,241,Jasper,""
1421349,19500089,SFO-LA-2009-87354,NONFED,ST-LALAS,ST/C&L,USLALAS,"Louisiana Office of Forestry",LALAS,"Louisiana Office of Forestry",,,,,,,,,,2009,2454851.5,20,1545,13.0,Missing/Undefined,,,,20.0,C,30.27488,-93.37433,8.0,PRIVATE,LA,Calcasieu,019,Calcasieu,""
853395,975272,SWRA_AL_48683,NONFED,ST-ALALS,ST/C&L,USALALS,"Alabama Forestry Commission",ALALS1,"AFC District 1",,85.677,,,,,,,,2001,2452079.5,170,,7.0,Arson,,,,30.0,C,33.9622,-85.6778,14.0,"MISSING/NOT SPECIFIED",AL,,,,""
779444,883380,SCHMIDT_40015482,NONFED,ST-OKOKS,ST/C&L,USOKOKS,"Oklahoma Division of Forestry",OKOKS,"Oklahoma Division of Forestry",,,,,,,,,,1996,2450134.5,52,1200,13.0,Missing/Undefined,2450134.5,52,2055,175.0,D,34.94990141,-95.46289816,14.0,"MISSING/NOT SPECIFIED",OK,Latimer,077,Latimer,""
1758803,300101588,SFO-2014NCNCSNCST-094-20140017,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCNCS,"North Carolina Division of Forest Resources",,NCST-094-20140017,,SHINGLE,,,,,,2014,2456882.5,225,1515,5.0,"Debris Burning",2456882.5,225,1540,0.1,A,35.92848333,-76.57596666,14.0,"MISSING/NOT SPECIFIED",NC,Washington,187,Washington,""
978787,1107497,TFS_FL_62045,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS17,"FLS Caloosahatchee Forestry Center",,0081,,,,,,,,1999,2451253.5,75,,2.0,"Equipment Use",,,,0.2,A,26.61,-81.69,14.0,"MISSING/NOT SPECIFIED",FL,Lee,071,Lee,""
1494232,201164940,2011FLFLS2011050355,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,2011050355,,"ROSE - SET 3 (15)",,,,,,2011,2455801.5,240,1229,9.0,Miscellaneous,2455801.5,240,1919,55.7,C,29.8089,-83.0295,8.0,PRIVATE,FL,Dixie,029,Dixie,""
121287,122499,FS-347555,FED,FS-FIRESTAT,FS,USCAINF,"Inyo National Forest",0504,"Inyo National Forest",30,,,SHADOW,,,,,,1999,2451388.5,210,1905,1.0,Lightning,2451394.5,216,1744,0.1,A,37.68416667,-119.11888889,5.0,USFS,CA,,,,""
1515753,201199957,2011NCSTNCST-067-20110141,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCST,"North Carolina Division of Forest Resources",,NCST-067-20110141,,"BREAKFAST FIRE",,,,,,2011,2455768.5,207,0150,13.0,Missing/Undefined,2455768.5,207,0615,53.1,C,34.73711667,-77.17828333,14.0,"MISSING/NOT SPECIFIED",NC,Onslow,133,Onslow,""
1508928,201192628,2011NCSTNCST-071-20110023,NONFED,ST-NASF,ST/C&L,USNCNCS,"North Carolina Forest Service",NCST,"North Carolina Division of Forest Resources",,NCST-071-20110023,,"HONEY BEE",,,,,,2011,2455638.5,77,1651,13.0,Missing/Undefined,2455638.5,77,1750,2.2,B,34.39411667,-78.1536,14.0,"MISSING/NOT SPECIFIED",NC,Pender,141,Pender,""
1107686,1348952,"CDF_2000_54_2215_010442      ",NONFED,ST-CACDF,ST/C&L,USCABTU,"Butte Unit",CABTU,"Butte Unit",,"010442      ",,"PALERMO                  ",,,,,,2000,2451805.5,262,,9.0,Miscellaneous,,,,120.0,D,39.44611111,-121.53,14.0,"MISSING/NOT SPECIFIED",CA,,,,""
1198673,1453534,SFO-2009-PADCNR16(09)1-015,NONFED,ST-NASF,ST/C&L,USPAPAS,"Pennsylvania Division of Forest Fire Protection",PAPA16,"PAS District 16",,,,,,,,,,2009,2454938.5,107,,5.0,"Debris Burning",,,,1.5,B,41.614512,-76.951573,14.0,"MISSING/NOT SPECIFIED",PA,TIOGA,117,Tioga,""
974333,1102843,TFS_FL_56970,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS12,"FLS Orlando District",,0045,,,,,,,,1994,2449399.5,47,,2.0,"Equipment Use",,,,2.0,B,28.65,-81.15,14.0,"MISSING/NOT SPECIFIED",FL,Seminole,117,Seminole,""
944814,1072365,SWRA_VA_11388,NONFED,ST-VAVAS,ST/C&L,USVAVAS,"Virginia Department of Forestry",VAVAS4,"Salem District",,1326,,,,,,,,2002,2452306.5,32,,9.0,Miscellaneous,,,,1.0,B,36.7117,-79.1517,14.0,"MISSING/NOT SPECIFIED",VA,,,,""
898347,1024512,SWRA_OK_11090,NONFED,ST-OKOKS,ST/C&L,USOKOKS,"Oklahoma Division of Forestry",OKOKS2,"OKS Unit 2",,3,,,,,,,,2001,2451932.5,23,,1.0,Lightning,,,,4.0,B,35.8492,-95.1186,14.0,"MISSING/NOT SPECIFIED",OK,,,,""
958413,1086629,TFS_FL_32126,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS11,"FLS Withlacoochee Forestry Center",,0337,,,,,,,,1999,2451382.5,204,,1.0,Lightning,,,,2.0,B,28.69,-81.88,14.0,"MISSING/NOT SPECIFIED",FL,Lake,069,Lake,""
176093,178168,W-305958,FED,DOI-WFMI,BIA,USNDFTA,"Fort Totten Agency",NDFTA,"Fort Totten Agency",243,,,TH1605,,,,,,1996,2450218.5,136,1616,7.0,Arson,2450218.5,136,1630,0.5,B,47.9889,-98.9726,2.0,BIA,ND,,,,""
211124,214104,W-13496,FED,DOI-WFMI,BLM,USAKASO,"Alaska State Office",AKAFS,"Alaska Fire Service",,,A495,"BLACK RIVE",,,,,,1996,2450252.5,170,1857,1.0,Lightning,2450253.5,171,2300,2.5,B,66.683,-144.536,4.0,FWS,AK,,,,""
1306362,1781948,SFO-NY-NY0107-2006-0467668,NONFED,ST-NASF,ST/C&L,USNYNYX,"Fire Department of New York",NY0107,"Fire Department of New York",,NY0107-2006-0467668,,,,,,,,2006,2454086.5,351,1942,7.0,Arson,2454086.5,351,1942,0.1,A,42.7669928,-73.70235514,14.0,"MISSING/NOT SPECIFIED",NY,ALBANY,001,Albany,""
287313,292775,W-365034,FED,DOI-WFMI,BIA,USMTFPA,"Fort Peck Agency",MTFPA,"Fort Peck Agency",52,,A5SM,500BLK5TH,,,,,,2004,2453181.5,177,1410,9.0,Miscellaneous,2453181.5,177,1432,0.1,A,48.1078,-105.1836,2.0,BIA,MT,,,,""
1525618,201338299,TFS-TX2011-78249,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXCNB,"Texas Forest Service - Central Branch",41,78249,,"BAGDAD FIRE",,,,,,2011,2455728.5,167,2023,9.0,Miscellaneous,2455728.5,167,2200,5.0,B,30.57016667,-97.87466667,13.0,"STATE OR PRIVATE",TX,Williamson,491,Williamson,""
1530812,201385888,TFS-TXFD2009-184763,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXVFD,"North Shore Vol Fire Dept",,184763,,"KRAHL RD AT CR 235",,,,,,2009,2454874.5,43,,9.0,Miscellaneous,,,,5.0,B,33.50366127,-97.12940388,13.0,"STATE OR PRIVATE",TX,Cooke,097,Cooke,""
1352300,1832136,SFO-NY-NY5218-2000-0070099,NONFED,ST-NASF,ST/C&L,USNYNYX,"Fire Department of New York",NY5218,"Fire Department of New York",,NY5218-2000-0070099,,,,,,,,2000,2451734.5,191,1500,7.0,Arson,2451734.5,191,1500,0.1,A,40.83308953,-72.917004,14.0,"MISSING/NOT SPECIFIED",NY,SUFFOLK,103,Suffolk,""
596156,643808,SFO-TN01370606-5000050584,NONFED,ST-NASF,ST/C&L,USTNTNS,"Tennessee Division of Forestry",TNTNS,"Tennessee Division of Forestry",,,,,,,,,,2006,2454031.5,296,,5.0,"Debris Burning",,,,0.2,A,35.62499999,-88.01166998,14.0,"MISSING/NOT SPECIFIED",TN,Perry,135,Perry,""
183467,185734,W-376732,FED,DOI-WFMI,BIA,USMNRLA,"Red Lake Agency",MNRLA,"Red Lake Agency",140,,,,,,,,,1994,2449462.5,110,1635,5.0,"Debris Burning",2449462.5,110,1705,5.5,B,47.8666,-95.1169,2.0,BIA,MN,,,,""
1551026,201408103,TFS-TXFD2011-347801,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXVFD,"Jackson Heights VFD",,347801,,"GRASS FIRE",,,,,,2011,2455613.5,52,,9.0,Miscellaneous,,,,5.0,B,32.468759,-95.149302,13.0,"STATE OR PRIVATE",TX,Smith,423,Smith,""
648211,700578,SFO-TX0482-145010,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXTXS,"Texas Forest Service",,,,,,,,,,2008,2454561.5,96,,5.0,"Debris Burning",,,,160.0,D,30.39357,-98.49086,14.0,"MISSING/NOT SPECIFIED",TX,Blanco,031,Blanco,""
5259,5283,FS-1429063,FED,FS-FIRESTAT,FS,USTXTXF,"National Forests And Grasslands In Texas",0813,"National Forests in Texas",39,7,BE1S,HAMMER,TX-TXF-01039,Hammer,,,,2005,2453604.5,234,1330,1.0,Lightning,2453609.5,239,1800,145.0,D,31.20722222,-94.21638889,5.0,USFS,TX,,,,""
472027,507442,SFO-KY01080606-189-02201,NONFED,ST-NASF,ST/C&L,USKYKYS,"Kentucky Division of Forestry",KYKYS5,"KYS Kentucky River District",,,,,,,,,,2006,2453808.5,73,,13.0,Missing/Undefined,,,,1.0,B,37.38111999,-83.8113,14.0,"MISSING/NOT SPECIFIED",KY,Owsley,189,Owsley,""
211463,214448,W-4483,FED,DOI-WFMI,BLM,USAKASO,"Alaska State Office",AKAFS,"Alaska Fire Service",,,A317,"NIKOLAI 2",,,,,,1998,2450995.5,182,1620,1.0,Lightning,2450996.5,183,1600,80.0,C,64.916,-157.2025,7.0,STATE,AK,,,,""
1214269,1471457,W-612379,FED,DOI-WFMI,BIA,USMTFPA,"Fort Peck Agency",MTFPA,"Fort Peck Agency",85,,FT0V,"C & D",,,,,,2010,2455436.5,240,2241,7.0,Arson,2455437.5,241,0001,0.1,A,48.1103,-105.1794,9.0,TRIBAL,MT,,,,""
197191,199839,W-341366,FED,DOI-WFMI,BIA,USCOUMA,"Ute Mountain Ute Agency",COUMA,"Ute Mountain Ute Agency",73,,,LANIER,,,,,,1997,2450642.5,194,0010,7.0,Arson,2450642.5,194,0038,0.2,A,37.2028,-108.7209,2.0,BIA,CO,,,,""
399779,433511,SFO-FL032003-02-0016,NONFED,ST-NASF,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS,"Florida Forest Service",,02-0016,,,,,,,,2003,2452657.5,18,,2.0,"Equipment Use",,,,0.1,A,30.93332997,-86.03332997,14.0,"MISSING/NOT SPECIFIED",FL,Walton,131,Walton,""
1856210,300289336,SFO-2015TXTXS3611,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXTXS,"Texas Forest Service",,3611,,FLAT,,,,,,2015,2457310.5,288,1735,13.0,Missing/Undefined,2457311.5,289,1503,53.0,C,31.307,-97.6355,14.0,"MISSING/NOT SPECIFIED",TX,Coryell,099,Coryell,""
974900,1103428,TFS_FL_57601,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS5,"FLS Perry District",,0100,,,,,,,,1994,2449707.5,355,,2.0,"Equipment Use",,,,1.0,B,30.06,-83.53,14.0,"MISSING/NOT SPECIFIED",FL,Taylor,123,Taylor,""
1108107,1349436,"CDF_2009_54_2215_7727        ",NONFED,ST-CACDF,ST/C&L,USCABTU,"Butte Unit",CABTU,"Butte Unit",,"7727        ",,"FRENCH                   ",,,,,,2009,2455015.5,184,,9.0,Miscellaneous,,,,0.3,B,39.35611111,-121.71388888,14.0,"MISSING/NOT SPECIFIED",CA,,,,""
206721,209463,W-422880,FED,DOI-WFMI,BIA,USAZSCA,"San Carlos Agency",AZSCA,"San Carlos Agency",608,,,"RED BOX",,,,,,1993,2449202.5,215,1530,1.0,Lightning,2449203.5,216,1300,0.1,A,33.5834,-110.1673,2.0,BIA,AZ,,,,""
1239422,1642514,SFO-GA-FY2000-McIntosh-094,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2000-McIntosh-094,,FY2000-MCINTOSH-094,,,,,,2000,2451610.5,67,1430,5.0,"Debris Burning",2451610.5,67,1430,41.96,C,31.4636,-81.5355,8.0,PRIVATE,GA,McIntosh,191,McIntosh,""
881522,1004166,SWRA_GA_60030,NONFED,ST-GAGAS,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS30,"GAS Unit 30",,1.436-,,,,,,,,1999,2451280.5,102,,9.0,Miscellaneous,,,,0.7,B,31.395,-81.4361,14.0,"MISSING/NOT SPECIFIED",GA,,,,""
132116,133424,FS-358842,FED,FS-FIRESTAT,FS,USIDSCF,"Salmon-Challis National Forest",0413,"Salmon-Challis National Forest",103,,6000,"NORTH CAMP",,,,,,2000,2451804.5,261,0118,1.0,Lightning,2451804.5,261,0921,1.0,B,43.98,-113.00333333,6.0,"OTHER FEDERAL",ID,,,,""
957112,1085292,TFS_FL_30667,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS8,"FLS Waccasassa Forestry Center",,0379,,,,,,,,1998,2451000.5,187,,1.0,Lightning,,,,1.0,B,29.42,-82.78,14.0,"MISSING/NOT SPECIFIED",FL,Levy,075,Levy,""
1665043,201826022,SFO-2013WIDNR81130352013,NONFED,ST-NASF,ST/C&L,USWIWIS,"Wisconsin Department of Natural Resources",WIDNR,"Wisconsin Department of Natural Resources",,81130352013,,"BAYVIEW PARK RD",,,,,,2013,2456522.5,230,1415,5.0,"Debris Burning",2456522.5,230,1430,0.1,A,46.75348,-90.88573,8.0,PRIVATE,WI,Bayfield,007,Bayfield,""
263918,268966,W-315281,FED,DOI-WFMI,BIA,USSDPRA,"Pine Ridge Agency",SDPRA,"Pine Ridge Agency",71,,A1BY,LUKE,,,,,,2004,2453096.5,92,1250,5.0,"Debris Burning",2453096.5,92,1430,1.0,B,43.1444,-102.3713,2.0,BIA,SD,,,,""
223407,226857,W-28387,FED,DOI-WFMI,BLM,USIDBOD,"Boise District",IDBOD,"Boise District",,,F135,"FLYING H",,,,,,1994,2449571.5,219,0845,4.0,Campfire,2449571.5,219,1315,10.0,C,42.95591,-115.62005,1.0,BLM,ID,,,,""
629053,678761,SFO-TX02240706-43079,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXTXS,"Texas Forest Service",,,,,,,,,,2006,2453750.5,15,,5.0,"Debris Burning",,,,2.0,B,26.37059997,-98.47178998,14.0,"MISSING/NOT SPECIFIED",TX,Hidalgo,215,Hidalgo,""
387058,409995,SFO-AR0394-145_09_070,NONFED,ST-NASF,ST/C&L,USARARS,"Arkansas Forestry Commission",ARARS9,"ARS District 9",,,,,,,,,,2008,2454787.5,322,,5.0,"Debris Burning",,,,80.0,C,35.5165,-91.70549,14.0,"MISSING/NOT SPECIFIED",AR,White,145,White,""
363888,374729,FWS-2000FLSMR4355,FED,FWS-FMIS,FWS,USFLSMR,"St. Marks National Wildlife Refuge",FLSMR,"St. Marks National Wildlife Refuge",,,4355,"DEAD PINE",,,,,,2000,2451718.5,175,1200,2.0,"Equipment Use",2451718.5,175,1210,0.1,A,30.1580556,-84.1663889,8.0,PRIVATE,FL,,,,""
119083,120281,FS-345321,FED,FS-FIRESTAT,FS,USCALNF,"Lassen National Forest",0506,"Lassen National Forest",24,,,LOST,,,,,,1999,2451365.5,187,1200,4.0,Campfire,2451365.5,187,1215,0.1,A,40.60138889,-121.51694444,5.0,USFS,CA,,,,""
503197,540904,SFO-MN0349-923406,NONFED,ST-NASF,ST/C&L,USMNMNS,"Minnesota Department of Natural Resources",MNMNS,"Minnesota Department of Natural Resources",,,,,,,,,,1998,2450892.5,79,,5.0,"Debris Burning",,,,0.2,A,45.829633,-93.365857,14.0,"MISSING/NOT SPECIFIED",MN,Kanabec,065,Kanabec,""
1674849,201839040,SFO-2013GAGAS-FY2013-Emanuel-071,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2013-Emanuel-071,,FY2013-EMANUEL-071,,,,,,2013,2456369.5,77,1646,7.0,Arson,2456369.5,77,1707,0.1,A,32.46444444,-82.36444444,8.0,PRIVATE,GA,Emanuel,107,Emanuel,""
1628376,201700870,TFS-TXFD2012-373318,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXSFD,"North 19 Fire Rescue",,373318,,"0101121 GRASS FIRE",,,,,,2012,2455927.5,1,,5.0,"Debris Burning",,,,2.0,B,32.249302,-95.9161752,14.0,"MISSING/NOT SPECIFIED",TX,Henderson,213,Henderson,""
1277377,1726440,SFO-PA-19(02)1-015,NONFED,ST-NASF,ST/C&L,USPAPAS,"Pennsylvania Division of Forest Fire Protection",PADCNR,"Pennsylvania Department of Conservation and Natural Resources",,19(02)1-015,,,,,,,,2002,2452371.5,97,1326,5.0,"Debris Burning",2452371.5,97,1326,0.75,B,41.46833333,-75.07777778,14.0,"MISSING/NOT SPECIFIED",PA,PIKE,103,Pike,""
806092,912513,STATE_KY_18201,NONFED,ST-KYKYS,ST/C&L,USKYKYS,"Kentucky Division of Forestry",KYKYS9,"KYS Western Kentucky District",,01-911,,,,,,,,2001,2452224.5,315,,7.0,Arson,,,,1200.0,F,37.6211,-82.2536,14.0,"MISSING/NOT SPECIFIED",KY,,,,""
905868,1032913,SWRA_SC_46542,NONFED,ST-SCSCS,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS5,"SCS Unit 5",,2199,,,,,,,,1997,2450468.5,20,,9.0,Miscellaneous,,,,0.5,B,33.1917,-81.3875,14.0,"MISSING/NOT SPECIFIED",SC,,,,""
1565322,201431559,FS-1506619,FED,FS-FIRESTAT,FS,USCOPSF,"Pike and San Isabel National Forest",0212,"Pike San Isabel National Forest",082,987,EKU6,TOWER,,,,,,2012,2456137.5,211,1700,1.0,Lightning,2456139.5,213,1425,0.1,A,38.74416667,-106.19944444,5.0,USFS,CO,015,015,Chaffee,""
1833701,300255995,SFO-2015KS00001965,NONFED,ST-NASF,ST/C&L,USKSKSS,"Kansas State Forestry",KSKSS,"Kansas State Forestry (PBC Area)",,1965,,31,,,,,,2015,2457049.5,27,1450,7.0,Arson,2457049.5,27,1552,2.0,B,38.88,-95.27,14.0,"MISSING/NOT SPECIFIED",KS,Douglas,045,Douglas,""
1252771,1655985,SFO-GA-FY2002-Clayton-006,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission",GAGAS,"Georgia Forestry Commission",,FY2002-Clayton-006,,FY2002-CLAYTON-006,,,,,,2002,2452318.5,44,1755,8.0,Children,2452318.5,44,1755,4.61,B,33.4186,-84.4035,14.0,"MISSING/NOT SPECIFIED",GA,Clayton,063,Clayton,""
105438,106559,FS-331526,FED,FS-FIRESTAT,FS,USORUPF,"Umpqua National Forest",0615,"Umpqua National Forest",5,,,"CEDAR BUTTE",,,,,,1998,2451020.5,207,1530,1.0,Lightning,2451024.5,211,1700,6.0,B,43.45833333,-122.63333333,5.0,USFS,OR,19,019,Douglas,""
375936,388628,NFIRS-MA1105310-APR-044280,NONFED,FA-NFIRS,ST/C&L,USMASFM,"Massachussetts State Fire Marshal's Office",MA11053,"Charlemont Fire Department",,,,,,,,,,2004,2453105.5,101,,5.0,"Debris Burning",,,,0.5,B,42.62,-72.76,14.0,"MISSING/NOT SPECIFIED",MA,,,,""
573822,618956,SFO-SC01050506-6FF0805,NONFED,ST-NASF,ST/C&L,USSCSCS,"South Carolina Forestry Commission",SCSCS,"South Carolina Forestry Commission",,,,,,,,,,2006,2453811.5,76,,5.0,"Debris Burning",,,,0.1,A,33.55000001,-79.83334,14.0,"MISSING/NOT SPECIFIED",SC,Williamsburg,089,Williamsburg,""
1772350,300117947,SFO-2014TXLFDX524917,NONFED,ST-NASF,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXLFDX,"Local Fire Department",,524917,,"DANNY BALDAMARO",,,,,,2014,2456846.5,189,,7.0,Arson,,,,25.0,C,32.2135171,-96.4964471,14.0,"MISSING/NOT SPECIFIED",TX,Navarro,349,Navarro,""
989088,1118019,TFS_FL_78805,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS11,"FLS Withlacoochee Forestry Center",,0162,,,,,,,,2000,2451621.5,78,,6.0,Railroad,,,,18.0,C,28.57,-81.93,14.0,"MISSING/NOT SPECIFIED",FL,Lake,069,Lake,""
1207153,1462427,SFO-2010-GAGAS-FY2011-Polk-037,NONFED,ST-NASF,ST/C&L,USGAGAS,"Georgia Forestry Commission","GA Coosa","GAS Coosa District",,,,,,,,,,2010,2455487.5,291,,5.0,"Debris Burning",,,,1.0,B,34.01872113,-85.13502579,8.0,PRIVATE,GA,Polk,233,Polk,""
1698734,201870553,TFS-TXFD2013-489895,NONFED,ST-TXTXS,ST/C&L,USTXTXS,"Texas A & M Forest Service",TXSFD,"Pittsburg FD",,489895,,"271 NORTH COMMAND",,,,,,2013,2456650.5,358,,5.0,"Debris Burning",,,,2.0,B,33.038529,-94.956937,8.0,PRIVATE,TX,Camp,063,Camp,""
1507291,201190453,2011MFCMS406946360,NONFED,ST-NASF,ST/C&L,USMSMSS,"Mississippi Forestry Commission",MSMFC,"Mississippi Forestry Commission",,MS406946360,,"MS0    1111-5450531002",,,,,,2011,2455712.5,151,1341,13.0,Missing/Undefined,,,,5.0,B,32.595043,-90.030776,14.0,"MISSING/NOT SPECIFIED",MS,Madison,089,Madison,""
1570563,201436920,FS-1502663,FED,FS-FIRESTAT,FS,USNCNCF,"National Forests in North Carolina",0811,"National Forests in North Carolina",025,3,GN74,"WHITECREST CHURCH",,,,,"WHITE CREST COMPLEX",2012,2456002.5,76,1315,2.0,"Equipment Use",2456002.5,76,1645,5.0,B,35.33611111,-80.055,5.0,USFS,NC,123,123,Montgomery,""
992468,1121544,TFS_FL_85183,NONFED,ST-FLFLS,ST/C&L,USFLFLS,"Florida Forest Service",FLFLS7,"FLS Jacksonville District",,0066,,,,,,,,2001,2452019.5,110,,3.0,Smoking,,,,0.3,B,30.0628,-81.8897,14.0,"MISSING/NOT SPECIFIED",FL,Clay,019,Clay,""
19386,19486,FS-1449621,FED,FS-FIRESTAT,FS,USNMSNF,"Santa Fe National Forest",0310,"Santa Fe National Forest",17,5,C64P,"SAN PABLO",,,,,,2007,2454265.5,165,1700,1.0,Lightning,2454266.5,166,1625,0.75,B,35.52083333,-105.42722222,5.0,USFS,NM,47,047,"San Miguel",""
